ts_wall,ts_mono,experiment_id,client_id,round,phase,description,measurement_scope,note,loss,accuracy,precision,recall,f1_score,src_ip,dst_ip,server_host,server_port,weight_hash,selected_for_round,upload_success,num_examples,exception,phase_start,phase_end,phase_duration_s,fit_duration_s,upload_duration_s,grpc_error_count,retry_count,disconnect_count
2026-07-19T15:22:54.891,416944.1604981,exp_20260719_152245,4,1,download,Receive global model and load parameters into the local model.,client_download_phase_timing,"This row records client side parameter loading. In Flower, the model payload is already available to the client before fit starts, so this is not a packet level receive burst capture.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,,,1784488974.8915732,1784488974.8929088,0.0013356208801269531,,,0,0,0
2026-07-19T15:22:54.900,416944.1696144,exp_20260719_152245,4,1,fit,Train the local model and compute evaluation metrics on the client test set.,client_fit_plus_evaluation_timing,"This row records the full fit window, beginning immediately before local training starts and ending immediately after test metrics are computed.",1.8206005692481995,0.1875,0.09926470588235295,0.1875,0.12980769230769232,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,253,,1784488974.9004188,1784488976.455448,1.5550291538238525,1.5550291538238525,,0,0,0
2026-07-19T15:22:56.456,416945.7256816,exp_20260719_152245,4,1,upload,Serialize updated parameters for return to the server.,client_upload_phase_timing,"This row records client side parameter serialisation. The actual Flower transmission happens after fit returns, so network counters may under represent the full outbound transfer.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,94965a9c5f5e5b69fb50303c68afa1b23faafb68e4ac4138761660ada549b708,1,1,,,1784488976.4564567,1784488976.5570498,0.10059309005737305,,0.10059309005737305,0,0,0
2026-07-19T15:22:59.168,416948.4380755,exp_20260719_152245,4,2,download,Receive global model and load parameters into the local model.,client_download_phase_timing,"This row records client side parameter loading. In Flower, the model payload is already available to the client before fit starts, so this is not a packet level receive burst capture.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,,,1784488979.168811,1784488979.1691391,0.00032806396484375,,,0,0,0
2026-07-19T15:22:59.170,416948.4397363,exp_20260719_152245,4,2,fit,Train the local model and compute evaluation metrics on the client test set.,client_fit_plus_evaluation_timing,"This row records the full fit window, beginning immediately before local training starts and ending immediately after test metrics are computed.",1.8863493204116821,0.0,0.0,0.0,0.0,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,253,,1784488979.17068,1784488979.4725823,0.30190229415893555,0.30190229415893555,,0,0,0
2026-07-19T15:22:59.473,416948.7429603,exp_20260719_152245,4,2,upload,Serialize updated parameters for return to the server.,client_upload_phase_timing,"This row records client side parameter serialisation. The actual Flower transmission happens after fit returns, so network counters may under represent the full outbound transfer.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,2d6fbb1ce12384106dae7b891fc418bcbb586f1914dde03e743f39867ca1b3e2,1,1,,,1784488979.4736943,1784488979.5738933,0.10019898414611816,,0.10019898414611816,0,0,0
2026-07-19T15:23:00.963,416950.2330778,exp_20260719_152245,4,3,download,Receive global model and load parameters into the local model.,client_download_phase_timing,"This row records client side parameter loading. In Flower, the model payload is already available to the client before fit starts, so this is not a packet level receive burst capture.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,,,1784488980.9642773,1784488980.9652393,0.0009620189666748047,,,0,0,0
2026-07-19T15:23:00.967,416950.2366726,exp_20260719_152245,4,3,fit,Train the local model and compute evaluation metrics on the client test set.,client_fit_plus_evaluation_timing,"This row records the full fit window, beginning immediately before local training starts and ending immediately after test metrics are computed.",1.8613183498382568,0.0,0.0,0.0,0.0,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,253,,1784488980.9674127,1784488981.2519114,0.2844986915588379,0.2844986915588379,,0,0,0
2026-07-19T15:23:01.252,416950.5222294,exp_20260719_152245,4,3,upload,Serialize updated parameters for return to the server.,client_upload_phase_timing,"This row records client side parameter serialisation. The actual Flower transmission happens after fit returns, so network counters may under represent the full outbound transfer.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,612dbd8b78631c19e9bd01acf74b09694fd758c22870a7ea9296c4e4546dffff,1,1,,,1784488981.2529984,1784488981.3532183,0.1002199649810791,,0.1002199649810791,0,0,0
2026-07-19T15:23:02.795,416952.0645821,exp_20260719_152245,4,4,download,Receive global model and load parameters into the local model.,client_download_phase_timing,"This row records client side parameter loading. In Flower, the model payload is already available to the client before fit starts, so this is not a packet level receive burst capture.",,,,,,10.42.0.18,10.42.0.195,10.42.0.195,8080,,1,,,,1784488982.795681,1784488982.7968,0.0011188983917236328,,,0,0,0
