condition,round,n_runs,mean,std,source,metric
exp1,1,62,0.07809222898175636,0.056520915083003935,client,evaluation_duration_s
exp1,2,62,0.07310132057436046,0.05311832176090872,client,evaluation_duration_s
exp1,3,62,0.07408084792475542,0.05165536984980766,client,evaluation_duration_s
exp1,4,62,0.07494272724274662,0.05162685377038227,client,evaluation_duration_s
exp1,5,62,0.07526704188316095,0.05318899780161744,client,evaluation_duration_s
exp1,6,62,0.07383776095605661,0.05130588109206312,client,evaluation_duration_s
exp1,7,62,0.07591565962760675,0.054804931178467076,client,evaluation_duration_s
exp1,8,62,0.07424366089605512,0.05420535875870309,client,evaluation_duration_s
exp1,9,62,0.07534330121932487,0.054241310690990995,client,evaluation_duration_s
exp1,10,62,0.07565554111234599,0.05614540822516413,client,evaluation_duration_s
exp1,11,62,0.07499639065034923,0.05336981852589714,client,evaluation_duration_s
exp1,12,62,0.07785295671032316,0.054346358487908905,client,evaluation_duration_s
exp1,13,62,0.07477865680571522,0.05262150422183414,client,evaluation_duration_s
exp1,14,62,0.07679752380617198,0.05578612674153387,client,evaluation_duration_s
exp1,15,62,0.07524673015840586,0.05518796031543118,client,evaluation_duration_s
exp1,16,62,0.07331945434693363,0.054137417684002195,client,evaluation_duration_s
exp1,17,62,0.07489469358997956,0.05360017106985457,client,evaluation_duration_s
exp1,18,62,0.07783115294671823,0.05419932412795583,client,evaluation_duration_s
exp1,19,62,0.07630938868368821,0.05351996665817655,client,evaluation_duration_s
exp1,20,62,0.07521750080970022,0.05506970868584459,client,evaluation_duration_s
exp1,21,62,0.07951610703622138,0.05626470445313547,client,evaluation_duration_s
exp1,22,62,0.07693946361541744,0.052405792307045965,client,evaluation_duration_s
exp1,23,62,0.07530360837136542,0.05389892653467677,client,evaluation_duration_s
exp1,24,62,0.07809101766155607,0.055808634131496865,client,evaluation_duration_s
exp1,25,62,0.07563812117422776,0.052481195979049176,client,evaluation_duration_s
exp1,26,62,0.07617844689276906,0.05128020535729245,client,evaluation_duration_s
exp1,27,62,0.07813799765802194,0.054379963298716284,client,evaluation_duration_s
exp1,28,62,0.07544522131642983,0.05241013984053076,client,evaluation_duration_s
exp1,29,62,0.07347151156394709,0.051412078443952625,client,evaluation_duration_s
exp1,30,62,0.07826485172394779,0.056137327240327814,client,evaluation_duration_s
exp1,31,62,0.07590832248810794,0.051908944101449465,client,evaluation_duration_s
exp1,32,62,0.07524068509378737,0.05329759184541325,client,evaluation_duration_s
exp1,33,62,0.0726409381435763,0.05264641980107469,client,evaluation_duration_s
exp1,34,62,0.07421346249118924,0.0536790533080296,client,evaluation_duration_s
exp1,35,62,0.07360292250110252,0.054046561593193126,client,evaluation_duration_s
exp1,36,62,0.07544081057271645,0.05610926267773108,client,evaluation_duration_s
exp1,37,62,0.07381046971967141,0.05176106389242707,client,evaluation_duration_s
exp1,38,62,0.07496250444842918,0.054237121818189855,client,evaluation_duration_s
exp1,39,62,0.07612929805632557,0.05406260069827267,client,evaluation_duration_s
exp1,40,62,0.06979517398342006,0.04833072290509482,client,evaluation_duration_s
exp1,41,62,0.07111153679509312,0.049764673434667464,client,evaluation_duration_s
exp1,42,62,0.07084322744800194,0.04914141032904175,client,evaluation_duration_s
exp1,43,62,0.0743908459140408,0.04756522407627861,client,evaluation_duration_s
exp1,44,62,0.07387404672561149,0.05122874451233169,client,evaluation_duration_s
exp1,45,62,0.0733629542012368,0.051682120361731705,client,evaluation_duration_s
exp1,46,62,0.07816076663232616,0.05367101758582211,client,evaluation_duration_s
exp1,47,62,0.07909978974250052,0.056287139003372094,client,evaluation_duration_s
exp1,48,62,0.07846469648422731,0.05065833314310378,client,evaluation_duration_s
exp1,49,62,0.07317278077525473,0.04984790025251096,client,evaluation_duration_s
exp1,50,62,0.0772667046516172,0.05567725802907954,client,evaluation_duration_s
exp1,51,62,0.07624745368957515,0.054577819960076226,client,evaluation_duration_s
exp1,52,62,0.07869918884769558,0.055082854054994634,client,evaluation_duration_s
exp1,53,62,0.07469244157114333,0.054081724609070375,client,evaluation_duration_s
exp1,54,62,0.07723943264253673,0.05585299640868843,client,evaluation_duration_s
exp1,55,62,0.07781643252218919,0.061325305243405785,client,evaluation_duration_s
exp1,56,62,0.07529296798090776,0.053710342920641585,client,evaluation_duration_s
exp1,57,62,0.07766306015752973,0.05688343555365604,client,evaluation_duration_s
exp1,58,62,0.07726154404301792,0.05520448844797074,client,evaluation_duration_s
exp1,59,62,0.07384209479055093,0.05207899522561158,client,evaluation_duration_s
exp1,60,62,0.07723710998412098,0.05371241687638095,client,evaluation_duration_s
exp1,61,62,0.07263206666515715,0.05008062503093045,client,evaluation_duration_s
exp1,62,62,0.07607733818792524,0.05330837333972704,client,evaluation_duration_s
exp1,63,62,0.07353317353033247,0.05300857912512734,client,evaluation_duration_s
exp1,64,62,0.07454874438624223,0.05411161140577142,client,evaluation_duration_s
exp1,65,62,0.07673329307186984,0.05419650679055914,client,evaluation_duration_s
exp1,66,62,0.07379996392034711,0.051599177342827124,client,evaluation_duration_s
exp1,67,62,0.07285301916060904,0.04856495127350313,client,evaluation_duration_s
exp1,68,62,0.07311862899411105,0.050168504758807735,client,evaluation_duration_s
exp1,69,62,0.07496670753725108,0.05250338768313685,client,evaluation_duration_s
exp1,70,62,0.07214311630495128,0.05137833440930237,client,evaluation_duration_s
exp1,71,62,0.07703085099497145,0.05559368995893496,client,evaluation_duration_s
exp1,72,62,0.07365450551432944,0.053719956372890766,client,evaluation_duration_s
exp1,73,62,0.07741672377432542,0.057782857137323326,client,evaluation_duration_s
exp1,74,62,0.07603841058669547,0.05588898593365638,client,evaluation_duration_s
exp1,75,62,0.07585304398690497,0.05501578110077812,client,evaluation_duration_s
exp1,76,62,0.07436040524513486,0.05374438881289612,client,evaluation_duration_s
exp1,77,62,0.07431197550988962,0.05543392433123855,client,evaluation_duration_s
exp1,78,62,0.07182252791620065,0.0498564244636644,client,evaluation_duration_s
exp1,79,62,0.07090156693612372,0.05018252748197769,client,evaluation_duration_s
exp1,80,62,0.07734320625182117,0.05748254765257004,client,evaluation_duration_s
exp1,81,62,0.0751837684262183,0.052697392434733877,client,evaluation_duration_s
exp1,82,62,0.07367427118362915,0.05368592669424981,client,evaluation_duration_s
exp1,83,62,0.07169256287236363,0.04906902730556031,client,evaluation_duration_s
exp1,84,62,0.0745584464842273,0.04799710744250271,client,evaluation_duration_s
exp1,85,62,0.07677766200034845,0.05455678084962262,client,evaluation_duration_s
exp1,86,62,0.07255195033165712,0.04799771670371498,client,evaluation_duration_s
exp1,87,62,0.07635534194207956,0.05438732532742962,client,evaluation_duration_s
exp1,88,62,0.07593012240625192,0.05422816312694379,client,evaluation_duration_s
exp1,89,62,0.07138331859342509,0.04894225575994748,client,evaluation_duration_s
exp1,90,62,0.07643377011822111,0.05158596919693189,client,evaluation_duration_s
exp1,91,62,0.07603697238429896,0.053010036451230785,client,evaluation_duration_s
exp1,92,62,0.07911664824331956,0.05653779878505463,client,evaluation_duration_s
exp1,93,62,0.07483868445119546,0.05227943004922257,client,evaluation_duration_s
exp1,94,62,0.070676157551427,0.04786524316555329,client,evaluation_duration_s
exp1,95,62,0.0717851961812665,0.048952857640831945,client,evaluation_duration_s
exp1,96,62,0.07627997090739584,0.05765182220423356,client,evaluation_duration_s
exp1,97,62,0.07698555146494215,0.05502511909725742,client,evaluation_duration_s
exp1,98,62,0.07664617030851298,0.05389045649841179,client,evaluation_duration_s
exp1,99,62,0.0742330012782927,0.05090256244490577,client,evaluation_duration_s
exp1,100,62,0.07288022195139235,0.05208127562808726,client,evaluation_duration_s
exp2,1,18,0.07808253500196664,0.054251674342564817,client,evaluation_duration_s
exp2,2,18,0.07373509142133922,0.052804341559301256,client,evaluation_duration_s
exp2,3,18,0.07316833072238495,0.05468010200443214,client,evaluation_duration_s
exp2,4,18,0.0803910096486409,0.05122891137919653,client,evaluation_duration_s
exp2,5,18,0.07189293702443436,0.054187056187629735,client,evaluation_duration_s
exp2,6,18,0.07185037930806475,0.05346156456001189,client,evaluation_duration_s
exp2,7,18,0.07606875896453853,0.059593126802925424,client,evaluation_duration_s
exp2,8,18,0.07335877418518062,0.05550483457427133,client,evaluation_duration_s
exp2,9,18,0.07456142372555198,0.05829547770273874,client,evaluation_duration_s
exp2,10,18,0.07365646627214216,0.05573428142829192,client,evaluation_duration_s
exp2,11,18,0.07202058368259001,0.05375566884001823,client,evaluation_duration_s
exp2,12,18,0.08374526765611433,0.0586974585806035,client,evaluation_duration_s
exp2,13,18,0.07420298788282603,0.05387246685311575,client,evaluation_duration_s
exp2,14,18,0.07644208272298174,0.05798095144000581,client,evaluation_duration_s
exp2,15,18,0.07409384515550396,0.056734855844214574,client,evaluation_duration_s
exp2,16,18,0.0809124178356594,0.05575709126200416,client,evaluation_duration_s
exp2,17,18,0.0731677479214138,0.054234461961975934,client,evaluation_duration_s
exp2,18,18,0.07496068212721078,0.05577946723068949,client,evaluation_duration_s
exp2,19,18,0.0752804279327392,0.053370438721803574,client,evaluation_duration_s
exp2,20,18,0.07419118616316049,0.05554830323010919,client,evaluation_duration_s
exp2,21,18,0.07766834894816076,0.056899035221861315,client,evaluation_duration_s
exp2,22,18,0.07821322811974415,0.054604137222240064,client,evaluation_duration_s
exp2,23,18,0.07522386974758567,0.05506244302680952,client,evaluation_duration_s
exp2,24,18,0.07663815551333952,0.05702697322662143,client,evaluation_duration_s
exp2,25,18,0.07765584521823456,0.05237330404953707,client,evaluation_duration_s
exp2,26,18,0.07638614707522917,0.05281119227251659,client,evaluation_duration_s
exp2,27,18,0.0738778776592678,0.054073229608971124,client,evaluation_duration_s
exp2,28,18,0.07686637507544619,0.05498880948482278,client,evaluation_duration_s
exp2,29,18,0.07218881448109941,0.052755049593410965,client,evaluation_duration_s
exp2,30,18,0.07440042495727535,0.055148083948293805,client,evaluation_duration_s
exp2,31,18,0.07688294516669375,0.055774772765571516,client,evaluation_duration_s
exp2,32,18,0.07633148299323184,0.05463847976991951,client,evaluation_duration_s
exp2,33,18,0.07730503877003984,0.054296177792899206,client,evaluation_duration_s
exp2,34,18,0.07487077183193626,0.05418461445708332,client,evaluation_duration_s
exp2,35,18,0.07566516929202606,0.05286813883697723,client,evaluation_duration_s
exp2,36,18,0.08030336432986783,0.054992472639873405,client,evaluation_duration_s
exp2,37,18,0.07617149088117807,0.051617324049023604,client,evaluation_duration_s
exp2,38,18,0.08199771245320635,0.055971231252478264,client,evaluation_duration_s
exp2,39,18,0.0798893637127346,0.05420100638252953,client,evaluation_duration_s
exp2,40,18,0.07420767678154834,0.04812490921161302,client,evaluation_duration_s
exp2,41,18,0.0692611932754516,0.05009619829356696,client,evaluation_duration_s
exp2,42,18,0.06838908460405135,0.0497337544805217,client,evaluation_duration_s
exp2,43,18,0.07126503520541716,0.0480901099363384,client,evaluation_duration_s
exp2,44,18,0.07368983162773976,0.0524081197814589,client,evaluation_duration_s
exp2,45,18,0.07357739077674014,0.050842893773880904,client,evaluation_duration_s
exp2,46,18,0.07542171743181013,0.05398320217323014,client,evaluation_duration_s
exp2,47,18,0.08296942710876462,0.05648319790733217,client,evaluation_duration_s
exp2,48,18,0.07446935441758892,0.05118931689131937,client,evaluation_duration_s
exp2,49,18,0.07456702656216085,0.05035639499409601,client,evaluation_duration_s
exp2,50,18,0.07916451825035939,0.05434800215730816,client,evaluation_duration_s
exp2,51,18,0.08115711477067732,0.049554298182271694,client,evaluation_duration_s
exp2,52,18,0.07718655798170299,0.0537348006387606,client,evaluation_duration_s
exp2,53,18,0.08090958330366343,0.05271879702455758,client,evaluation_duration_s
exp2,54,18,0.08076266447703039,0.05442406540617731,client,evaluation_duration_s
exp2,55,18,0.08225646283891462,0.05678869748160373,client,evaluation_duration_s
exp2,56,18,0.0744864808188544,0.05232569680474283,client,evaluation_duration_s
exp2,57,18,0.08233745892842606,0.05537550452622562,client,evaluation_duration_s
exp2,58,18,0.08411022027333573,0.06063703224310227,client,evaluation_duration_s
exp2,59,18,0.0761844846937391,0.05184762527959645,client,evaluation_duration_s
exp2,60,18,0.07864014307657874,0.05679011800975566,client,evaluation_duration_s
exp2,61,18,0.07223967711130774,0.05091981529791405,client,evaluation_duration_s
exp2,62,18,0.07389663325415713,0.051646062351305914,client,evaluation_duration_s
exp2,63,18,0.07351178593105735,0.05389743131520069,client,evaluation_duration_s
exp2,64,18,0.07434393299950488,0.052345150963754694,client,evaluation_duration_s
exp2,65,18,0.07538228564792204,0.05348365151195033,client,evaluation_duration_s
exp2,66,18,0.07868027687072751,0.051483077991496845,client,evaluation_duration_s
exp2,67,18,0.07376074790954584,0.04965271669249081,client,evaluation_duration_s
exp2,68,18,0.0761900080574883,0.050079589859372144,client,evaluation_duration_s
exp2,69,18,0.07436221175723601,0.057216301370368566,client,evaluation_duration_s
exp2,70,18,0.07031599680582677,0.04877226751787389,client,evaluation_duration_s
exp2,71,18,0.07947912481096052,0.056132482761198615,client,evaluation_duration_s
exp2,72,18,0.07802450656890865,0.05421024405037674,client,evaluation_duration_s
exp2,73,18,0.07824446095360645,0.05859628307214217,client,evaluation_duration_s
exp2,74,18,0.07505504290262854,0.05523863993184155,client,evaluation_duration_s
exp2,75,18,0.0774908198250664,0.05274523866279701,client,evaluation_duration_s
exp2,76,18,0.07518079545762801,0.05284387046165634,client,evaluation_duration_s
exp2,77,18,0.07354762819078228,0.05332512995940097,client,evaluation_duration_s
exp2,78,18,0.07619675000508622,0.05231919267279913,client,evaluation_duration_s
exp2,79,18,0.07346370485093855,0.050275148319159,client,evaluation_duration_s
exp2,80,18,0.07654941082000727,0.059163804723194324,client,evaluation_duration_s
exp2,81,18,0.08206554253896074,0.05151277422808126,client,evaluation_duration_s
exp2,82,18,0.07428974575466575,0.05360319707304865,client,evaluation_duration_s
exp2,83,18,0.0727434953053792,0.04959274432245303,client,evaluation_duration_s
exp2,84,18,0.0730388826794094,0.04807048495412616,client,evaluation_duration_s
exp2,85,18,0.0769384834501478,0.05601873030323501,client,evaluation_duration_s
